State,Year,Quarter,Transacion_type,Transacion_count,Transacion_amount,Latitude,Longitude
ladakh,2022,3,Merchant payments,367022,551472983.879604,34.1526,77.5771
ladakh,2022,3,Recharge & bill payments,160269,94288872.34747364,34.1526,77.5771
ladakh,2022,3,Financial Services,1555,1815866.8961950848,34.1526,77.5771
ladakh,2022,3,Others,2116,1892134.752080473,34.1526,77.5771
ladakh,2022,4,Peer-to-peer payments,559259,2350047971.603546,34.1526,77.5771
ladakh,2022,4,Merchant payments,382456,462189599.28430265,34.1526,77.5771
ladakh,2022,4,Recharge & bill payments,138793,79767790.98577228,34.1526,77.5771
ladakh,2022,4,Financial Services,1248,1198715.2123450316,34.1526,77.5771
ladakh,2022,4,Others,1616,1273495.592982805,34.1526,77.5771
lakshadweep,2018,1,Peer-to-peer payments,423,1860278.2784597145,10.5667,72.6417
lakshadweep,2018,1,Recharge & bill payments,342,61432.04938505074,10.5667,72.6417
lakshadweep,2018,1,Merchant payments,5,590.7505138175776,10.5667,72.6417
lakshadweep,2018,1,Others,8,6310.102519157715,10.5667,72.6417
lakshadweep,2018,2,Peer-to-peer payments,1315,5757123.079919379,10.5667,72.6417
lakshadweep,2018,2,Recharge & bill payments,750,353202.7988510042,10.5667,72.6417
lakshadweep,2018,2,Merchant payments,42,64568.47789279556,10.5667,72.6417
lakshadweep,2018,2,Financial Services,6,9134.413223158994,10.5667,72.6417
lakshadweep,2018,2,Others,19,3780.7695141997474,10.5667,72.6417
lakshadweep,2018,3,Peer-to-peer payments,841,3926048.74488305,10.5667,72.6417
lakshadweep,2018,3,Recharge & bill payments,760,300978.32420203416,10.5667,72.6417
lakshadweep,2018,3,Merchant payments,87,94046.43333034206,10.5667,72.6417
lakshadweep,2018,3,Others,15,17958.809570422687,10.5667,72.6417
lakshadweep,2018,4,Recharge & bill payments,792,351201.0879000404,10.5667,72.6417
lakshadweep,2018,4,Peer-to-peer payments,689,3841230.430870924,10.5667,72.6417
lakshadweep,2018,4,Merchant payments,144,262079.85573632165,10.5667,72.6417
lakshadweep,2018,4,Financial Services,6,389.8932323919954,10.5667,72.6417
lakshadweep,2018,4,Others,11,8312.430483153179,10.5667,72.6417
lakshadweep,2019,1,Peer-to-peer payments,1183,8221402.368536929,10.5667,72.6417
lakshadweep,2019,1,Recharge & bill payments,1173,353870.52398354514,10.5667,72.6417
lakshadweep,2019,1,Merchant payments,113,183062.1455975621,10.5667,72.6417
lakshadweep,2019,1,Others,12,27795.441220958,10.5667,72.6417
lakshadweep,2019,2,Recharge & bill payments,1448,436735.1684614296,10.5667,72.6417
lakshadweep,2019,2,Peer-to-peer payments,1318,8602732.117788196,10.5667,72.6417
lakshadweep,2019,2,Merchant payments,137,190716.5411561734,10.5667,72.6417
lakshadweep,2019,2,Others,23,12340.30958308919,10.5667,72.6417
lakshadweep,2019,3,Recharge & bill payments,1528,503049.2411913635,10.5667,72.6417
lakshadweep,2019,3,Peer-to-peer payments,1455,8923273.862948446,10.5667,72.6417
lakshadweep,2019,3,Merchant payments,111,215159.68119447332,10.5667,72.6417
lakshadweep,2019,3,Others,10,10278.678434187355,10.5667,72.6417
lakshadweep,2019,4,Recharge & bill payments,1801,618155.9004644766,10.5667,72.6417
lakshadweep,2019,4,Peer-to-peer payments,1753,10383413.246670496,10.5667,72.6417
lakshadweep,2019,4,Merchant payments,188,211413.62244321496,10.5667,72.6417
lakshadweep,2019,4,Financial Services,2,34.39721181625656,10.5667,72.6417
lakshadweep,2019,4,Others,21,56896.23813384895,10.5667,72.6417
lakshadweep,2020,1,Recharge & bill payments,2684,789255.2646123999,10.5667,72.6417
lakshadweep,2020,1,Peer-to-peer payments,2068,12463327.261836832,10.5667,72.6417
lakshadweep,2020,1,Merchant payments,387,216594.03077193064,10.5667,72.6417
lakshadweep,2020,1,Others,12,33192.017283045374,10.5667,72.6417
lakshadweep,2020,2,Recharge & bill payments,4497,1061694.138574572,10.5667,72.6417
lakshadweep,2020,2,Peer-to-peer payments,2176,14718605.188911092,10.5667,72.6417
lakshadweep,2020,2,Merchant payments,472,971609.4583537824,10.5667,72.6417
lakshadweep,2020,2,Financial Services,60,158593.59701229632,10.5667,72.6417
lakshadweep,2020,2,Others,15,32419.70309265505,10.5667,72.6417
lakshadweep,2020,3,Recharge & bill payments,4696,1186947.553816269,10.5667,72.6417
lakshadweep,2020,3,Peer-to-peer payments,2946,19189391.618742835,10.5667,72.6417
lakshadweep,2020,3,Merchant payments,903,842981.169451366,10.5667,72.6417
lakshadweep,2020,3,Financial Services,27,45457.50970027798,10.5667,72.6417
lakshadweep,2020,3,Others,17,42055.45694608544,10.5667,72.6417
lakshadweep,2020,4,Recharge & bill payments,5187,1499298.1127799237,10.5667,72.6417
lakshadweep,2020,4,Peer-to-peer payments,4741,27284123.245665,10.5667,72.6417
lakshadweep,2020,4,Merchant payments,1668,1227101.6378793938,10.5667,72.6417
lakshadweep,2020,4,Financial Services,22,13968.7539965527,10.5667,72.6417
lakshadweep,2020,4,Others,32,86826.16675951776,10.5667,72.6417
lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.017422147,10.5667,72.6417
lakshadweep,2021,1,Recharge & bill payments,3541,1070209.4218526704,10.5667,72.6417
lakshadweep,2021,1,Merchant payments,1537,1040213.7953898906,10.5667,72.6417
lakshadweep,2021,1,Financial Services,19,15929.095105497145,10.5667,72.6417
lakshadweep,2021,1,Others,46,92715.5843109472,10.5667,72.6417
lakshadweep,2021,2,Recharge & bill payments,5499,1745295.828077295,10.5667,72.6417
lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49366483,10.5667,72.6417
lakshadweep,2021,2,Merchant payments,1743,1525331.91465294,10.5667,72.6417
lakshadweep,2021,2,Financial Services,29,15052.01849600818,10.5667,72.6417
lakshadweep,2021,2,Others,44,101366.40306045808,10.5667,72.6417
lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.520169854,10.5667,72.6417
lakshadweep,2021,3,Recharge & bill payments,5153,1700287.4734963956,10.5667,72.6417
lakshadweep,2021,3,Merchant payments,2450,2750367.063028222,10.5667,72.6417
lakshadweep,2021,3,Financial Services,48,137227.35390598277,10.5667,72.6417
lakshadweep,2021,3,Others,32,73174.28816768769,10.5667,72.6417
lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86120765,10.5667,72.6417
lakshadweep,2021,4,Recharge & bill payments,5355,2093901.291802684,10.5667,72.6417
lakshadweep,2021,4,Merchant payments,2872,4071239.087436496,10.5667,72.6417
lakshadweep,2021,4,Financial Services,27,19994.54194636028,10.5667,72.6417
lakshadweep,2021,4,Others,62,116381.74598782149,10.5667,72.6417
lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.56835763,10.5667,72.6417
lakshadweep,2022,1,Recharge & bill payments,5334,2322580.1695599537,10.5667,72.6417
lakshadweep,2022,1,Merchant payments,3048,3838358.358629393,10.5667,72.6417
lakshadweep,2022,1,Financial Services,39,38274.22628876488,10.5667,72.6417
lakshadweep,2022,1,Others,63,149355.3310943247,10.5667,72.6417
lakshadweep,2022,2,Peer-to-peer payments,8491,48451728.04746901,10.5667,72.6417
lakshadweep,2022,2,Recharge & bill payments,5366,2386144.714677198,10.5667,72.6417
lakshadweep,2022,2,Merchant payments,3602,4895657.060086848,10.5667,72.6417
lakshadweep,2022,2,Financial Services,59,87127.8249489804,10.5667,72.6417
lakshadweep,2022,2,Others,51,108944.34272364664,10.5667,72.6417
lakshadweep,2022,3,Peer-to-peer payments,7533,40029003.82575238,10.5667,72.6417
lakshadweep,2022,3,Recharge & bill payments,4441,1936538.3067545425,10.5667,72.6417
lakshadweep,2022,3,Merchant payments,3142,5469200.646094429,10.5667,72.6417
lakshadweep,2022,3,Financial Services,64,63629.88416689246,10.5667,72.6417
lakshadweep,2022,3,Others,61,81636.9547320153,10.5667,72.6417
lakshadweep,2022,4,Peer-to-peer payments,8686,47450386.0033243,10.5667,72.6417
lakshadweep,2022,4,Recharge & bill payments,4557,2024739.154202395,10.5667,72.6417
lakshadweep,2022,4,Merchant payments,3819,5250991.002376802,10.5667,72.6417
lakshadweep,2022,4,Financial Services,35,26453.0247779254,10.5667,72.6417
lakshadweep,2022,4,Others,50,61304.43025482374,10.5667,72.6417
madhya-pradesh,2018,1,Recharge & bill payments,4404190,667057311.4560372,22.9734,78.6569
madhya-pradesh,2018,1,Peer-to-peer payments,2848290,7590790588.551903,22.9734,78.6569
madhya-pradesh,2018,1,Financial Services,230519,43374288.98373023,22.9734,78.6569
madhya-pradesh,2018,1,Merchant payments,196394,170119673.71275404,22.9734,78.6569
madhya-pradesh,2018,1,Others,346002,210261540.7414958,22.9734,78.6569
madhya-pradesh,2018,2,Recharge & bill payments,5324535,1132090445.8903365,22.9734,78.6569
madhya-pradesh,2018,2,Peer-to-peer payments,4269392,14155603482.492638,22.9734,78.6569
madhya-pradesh,2018,2,Merchant payments,397135,339308203.1707404,22.9734,78.6569
madhya-pradesh,2018,2,Financial Services,305553,53860331.80574276,22.9734,78.6569
madhya-pradesh,2018,2,Others,264797,243218603.31985623,22.9734,78.6569
madhya-pradesh,2018,3,Peer-to-peer payments,9988509,22057686208.544346,22.9734,78.6569
madhya-pradesh,2018,3,Recharge & bill payments,5733261,1367773856.6756551,22.9734,78.6569
madhya-pradesh,2018,3,Merchant payments,784995,465390819.5901336,22.9734,78.6569
madhya-pradesh,2018,3,Financial Services,359440,46120458.63885434,22.9734,78.6569
madhya-pradesh,2018,3,Others,260780,212770861.22341692,22.9734,78.6569
madhya-pradesh,2018,4,Peer-to-peer payments,11456555,30897348664.90544,22.9734,78.6569
madhya-pradesh,2018,4,Recharge & bill payments,7273502,1669345516.941368,22.9734,78.6569
madhya-pradesh,2018,4,Merchant payments,2056426,1036249753.9278036,22.9734,78.6569
madhya-pradesh,2018,4,Financial Services,313540,43367243.154430926,22.9734,78.6569
madhya-pradesh,2018,4,Others,297532,259296894.0382776,22.9734,78.6569
madhya-pradesh,2019,1,Peer-to-peer payments,23708825,44114206183.09186,22.9734,78.6569
madhya-pradesh,2019,1,Recharge & bill payments,9966905,2423593841.716142,22.9734,78.6569
madhya-pradesh,2019,1,Merchant payments,3018928,1263699222.350108,22.9734,78.6569
madhya-pradesh,2019,1,Financial Services,290838,28901169.292499043,22.9734,78.6569
madhya-pradesh,2019,1,Others,315553,239879105.5972368,22.9734,78.6569
madhya-pradesh,2019,2,Peer-to-peer payments,20868744,61758841793.87666,22.9734,78.6569
madhya-pradesh,2019,2,Recharge & bill payments,12044969,3571897178.303101,22.9734,78.6569
madhya-pradesh,2019,2,Merchant payments,7331352,2671155681.449155,22.9734,78.6569
madhya-pradesh,2019,2,Financial Services,149197,18869661.513485767,22.9734,78.6569
madhya-pradesh,2019,2,Others,451751,313802065.4154737,22.9734,78.6569
madhya-pradesh,2019,3,Peer-to-peer payments,22631038,67648107703.0357,22.9734,78.6569
madhya-pradesh,2019,3,Merchant payments,17163551,5147459307.101742,22.9734,78.6569
madhya-pradesh,2019,3,Recharge & bill payments,13156616,4576521609.460834,22.9734,78.6569
madhya-pradesh,2019,3,Financial Services,192821,25654168.60092132,22.9734,78.6569
madhya-pradesh,2019,3,Others,466385,278578703.0441117,22.9734,78.6569
madhya-pradesh,2019,4,Peer-to-peer payments,32083162,92064471161.9892,22.9734,78.6569
madhya-pradesh,2019,4,Merchant payments,19447707,7304157801.612935,22.9734,78.6569
madhya-pradesh,2019,4,Recharge & bill payments,16081734,5104821720.999016,22.9734,78.6569
madhya-pradesh,2019,4,Financial Services,127116,24020060.9321332,22.9734,78.6569
madhya-pradesh,2019,4,Others,392270,190456045.32494444,22.9734,78.6569
madhya-pradesh,2020,1,Peer-to-peer payments,34540722,110325991607.38477,22.9734,78.6569
madhya-pradesh,2020,1,Merchant payments,24618074,9898242848.25793,22.9734,78.6569
madhya-pradesh,2020,1,Recharge & bill payments,19788516,6311610609.846225,22.9734,78.6569
madhya-pradesh,2020,1,Financial Services,68055,30645714.401902918,22.9734,78.6569
madhya-pradesh,2020,1,Others,351379,170790656.30339786,22.9734,78.6569
madhya-pradesh,2020,2,Peer-to-peer payments,34860958,128184693854.7977,22.9734,78.6569
madhya-pradesh,2020,2,Recharge & bill payments,27497528,8904067957.01212,22.9734,78.6569
madhya-pradesh,2020,2,Merchant payments,13685723,10666223053.634727,22.9734,78.6569
madhya-pradesh,2020,2,Financial Services,80988,62073621.44351514,22.9734,78.6569
madhya-pradesh,2020,2,Others,215376,104956802.17437972,22.9734,78.6569
madhya-pradesh,2020,3,Peer-to-peer payments,50871564,174978985034.2865,22.9734,78.6569
madhya-pradesh,2020,3,Merchant payments,31879804,20621273981.65966,22.9734,78.6569
madhya-pradesh,2020,3,Recharge & bill payments,25380467,9834190567.205517,22.9734,78.6569
madhya-pradesh,2020,3,Financial Services,131725,122971108.07060198,22.9734,78.6569
madhya-pradesh,2020,3,Others,316321,144259293.31583393,22.9734,78.6569
madhya-pradesh,2020,4,Peer-to-peer payments,67972167,235584201864.22345,22.9734,78.6569
madhya-pradesh,2020,4,Merchant payments,57707471,37315576877.14569,22.9734,78.6569
madhya-pradesh,2020,4,Recharge & bill payments,27335834,10977774483.325563,22.9734,78.6569
madhya-pradesh,2020,4,Financial Services,149532,132590450.07074244,22.9734,78.6569
madhya-pradesh,2020,4,Others,487537,264996097.6059612,22.9734,78.6569
madhya-pradesh,2021,1,Merchant payments,84812245,50098244499.50662,22.9734,78.6569
madhya-pradesh,2021,1,Peer-to-peer payments,84070625,279938170703.8171,22.9734,78.6569
madhya-pradesh,2021,1,Recharge & bill payments,32500681,13060914041.039404,22.9734,78.6569
madhya-pradesh,2021,1,Financial Services,169378,161838389.7954778,22.9734,78.6569
madhya-pradesh,2021,1,Others,445569,274786748.1299523,22.9734,78.6569
madhya-pradesh,2021,2,Peer-to-peer payments,99367521,348935762191.10486,22.9734,78.6569
madhya-pradesh,2021,2,Merchant payments,77113464,58839392449.9937,22.9734,78.6569
madhya-pradesh,2021,2,Recharge & bill payments,46118636,17230546398.848663,22.9734,78.6569
madhya-pradesh,2021,2,Financial Services,188726,177313389.66602695,22.9734,78.6569
madhya-pradesh,2021,2,Others,526333,317753606.0115696,22.9734,78.6569
madhya-pradesh,2021,3,Merchant payments,138433772,85885669792.43228,22.9734,78.6569
madhya-pradesh,2021,3,Peer-to-peer payments,127654821,398912712886.4574,22.9734,78.6569
madhya-pradesh,2021,3,Recharge & bill payments,44437315,19025346050.627724,22.9734,78.6569
madhya-pradesh,2021,3,Financial Services,174454,180366422.58245987,22.9734,78.6569
madhya-pradesh,2021,3,Others,742972,408508699.4365407,22.9734,78.6569
madhya-pradesh,2021,4,Merchant payments,197193842,126461098235.02324,22.9734,78.6569
madhya-pradesh,2021,4,Peer-to-peer payments,159649020,507118521843.3588,22.9734,78.6569
madhya-pradesh,2021,4,Recharge & bill payments,46220966,22492766779.156635,22.9734,78.6569
madhya-pradesh,2021,4,Financial Services,247925,246488171.37792647,22.9734,78.6569
madhya-pradesh,2021,4,Others,996331,568617375.5894115,22.9734,78.6569
madhya-pradesh,2022,1,Merchant payments,237691924,143310226696.7226,22.9734,78.6569
madhya-pradesh,2022,1,Peer-to-peer payments,185008444,578201697703.7521,22.9734,78.6569
madhya-pradesh,2022,1,Recharge & bill payments,48870314,25437774564.26215,22.9734,78.6569
madhya-pradesh,2022,1,Financial Services,222923,219927120.15944037,22.9734,78.6569
madhya-pradesh,2022,1,Others,909453,495513514.75128734,22.9734,78.6569
madhya-pradesh,2022,2,Merchant payments,287616385,174183397721.35938,22.9734,78.6569
madhya-pradesh,2022,2,Peer-to-peer payments,202093283,663180522499.3412,22.9734,78.6569
madhya-pradesh,2022,2,Recharge & bill payments,54318983,29125694281.81933,22.9734,78.6569
madhya-pradesh,2022,2,Financial Services,157672,153944499.74490312,22.9734,78.6569
madhya-pradesh,2022,2,Others,713506,381178326.32090586,22.9734,78.6569
madhya-pradesh,2022,3,Merchant payments,391105651,212445928287.3991,22.9734,78.6569
madhya-pradesh,2022,3,Peer-to-peer payments,267013695,780650402034.3962,22.9734,78.6569
madhya-pradesh,2022,3,Recharge & bill payments,72148870,39132574047.51802,22.9734,78.6569
madhya-pradesh,2022,3,Financial Services,240678,236981163.6316285,22.9734,78.6569
madhya-pradesh,2022,3,Others,750665,442608716.718932,22.9734,78.6569
madhya-pradesh,2022,4,Merchant payments,492999084,272801597092.4764,22.9734,78.6569
madhya-pradesh,2022,4,Peer-to-peer payments,325467851,984255199293.6544,22.9734,78.6569
madhya-pradesh,2022,4,Recharge & bill payments,79289399,45143248068.81734,22.9734,78.6569
madhya-pradesh,2022,4,Financial Services,286931,278304972.64702964,22.9734,78.6569
madhya-pradesh,2022,4,Others,785003,521508120.7286146,22.9734,78.6569
maharashtra,2018,1,Recharge & bill payments,9670237,2283567431.223535,19.7515,75.7139
maharashtra,2018,1,Peer-to-peer payments,5227770,18283896464.750908,19.7515,75.7139
maharashtra,2018,1,Merchant payments,616779,576964070.7366859,19.7515,75.7139
maharashtra,2018,1,Financial Services,235051,60997258.060299724,19.7515,75.7139
maharashtra,2018,1,Others,637197,506188032.9539564,19.7515,75.7139
maharashtra,2018,2,Recharge & bill payments,12384216,3725800358.681482,19.7515,75.7139
maharashtra,2018,2,Peer-to-peer payments,7772336,30782831245.6586,19.7515,75.7139
maharashtra,2018,2,Merchant payments,1306326,1226121649.4989598,19.7515,75.7139
maharashtra,2018,2,Financial Services,262875,85545909.43528841,19.7515,75.7139
maharashtra,2018,2,Others,559987,536758077.8463879,19.7515,75.7139
maharashtra,2018,3,Recharge & bill payments,14371791,4547486090.186737,19.7515,75.7139
maharashtra,2018,3,Peer-to-peer payments,13470065,45466534003.98048,19.7515,75.7139
maharashtra,2018,3,Merchant payments,2797204,1702220875.4343855,19.7515,75.7139
maharashtra,2018,3,Financial Services,234598,52348968.006728604,19.7515,75.7139
maharashtra,2018,3,Others,664880,492227795.6386977,19.7515,75.7139
maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019.10294,19.7515,75.7139
maharashtra,2018,4,Recharge & bill payments,18071025,5860865070.470685,19.7515,75.7139
maharashtra,2018,4,Merchant payments,6047705,3985195742.2480154,19.7515,75.7139
maharashtra,2018,4,Financial Services,325121,77345546.53012432,19.7515,75.7139
maharashtra,2018,4,Others,821705,621519669.4818641,19.7515,75.7139
maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988.08871,19.7515,75.7139
maharashtra,2019,1,Recharge & bill payments,24540041,8256500586.651282,19.7515,75.7139
maharashtra,2019,1,Merchant payments,12069119,5172594695.5318,19.7515,75.7139
maharashtra,2019,1,Financial Services,287569,49487746.20873056,19.7515,75.7139
maharashtra,2019,1,Others,821624,569019903.8604956,19.7515,75.7139
maharashtra,2019,2,Peer-to-peer payments,42546317,130558153687.9542,19.7515,75.7139
maharashtra,2019,2,Recharge & bill payments,29395661,12197234771.434273,19.7515,75.7139
maharashtra,2019,2,Merchant payments,27854042,9728561726.767143,19.7515,75.7139
maharashtra,2019,2,Financial Services,182840,45291636.10507481,19.7515,75.7139
maharashtra,2019,2,Others,1170993,765228265.7976472,19.7515,75.7139
maharashtra,2019,3,Peer-to-peer payments,57991699,165731686168.5575,19.7515,75.7139
maharashtra,2019,3,Merchant payments,54683738,17545729507.395977,19.7515,75.7139
maharashtra,2019,3,Recharge & bill payments,34309301,15471698543.739595,19.7515,75.7139
maharashtra,2019,3,Financial Services,231467,54108447.39407451,19.7515,75.7139
maharashtra,2019,3,Others,1519376,814284077.8637518,19.7515,75.7139
maharashtra,2019,4,Merchant payments,80127804,27209874138.48756,19.7515,75.7139
maharashtra,2019,4,Peer-to-peer payments,78795871,227268054757.21695,19.7515,75.7139
maharashtra,2019,4,Recharge & bill payments,40705998,17794666215.044445,19.7515,75.7139
maharashtra,2019,4,Financial Services,129755,49622863.824426055,19.7515,75.7139
maharashtra,2019,4,Others,1501192,672210824.9770112,19.7515,75.7139
maharashtra,2020,1,Merchant payments,100337738,35200130304.82776,19.7515,75.7139
maharashtra,2020,1,Peer-to-peer payments,87067410,262541205695.8384,19.7515,75.7139
maharashtra,2020,1,Recharge & bill payments,50199498,21603565070.4256,19.7515,75.7139
maharashtra,2020,1,Financial Services,123476,91363684.1276232,19.7515,75.7139
maharashtra,2020,1,Others,1215959,558931962.876125,19.7515,75.7139
maharashtra,2020,2,Peer-to-peer payments,74295930,239933338682.6934,19.7515,75.7139
maharashtra,2020,2,Recharge & bill payments,60856480,23112343247.416145,19.7515,75.7139
maharashtra,2020,2,Merchant payments,48965388,32859184582.219048,19.7515,75.7139
maharashtra,2020,2,Financial Services,206461,211733275.7829895,19.7515,75.7139
maharashtra,2020,2,Others,466502,242917371.3033281,19.7515,75.7139
maharashtra,2020,3,Peer-to-peer payments,108436214,351555554813.2122,19.7515,75.7139
maharashtra,2020,3,Merchant payments,100808237,60171102123.94888,19.7515,75.7139
maharashtra,2020,3,Recharge & bill payments,58082283,27915727882.59293,19.7515,75.7139
maharashtra,2020,3,Financial Services,325453,333669599.61883616,19.7515,75.7139
maharashtra,2020,3,Others,658737,331024593.0721529,19.7515,75.7139
maharashtra,2020,4,Merchant payments,189845640,103804638603.74612,19.7515,75.7139
maharashtra,2020,4,Peer-to-peer payments,151741840,485747881733.823,19.7515,75.7139
maharashtra,2020,4,Recharge & bill payments,64556682,31556917821.77767,19.7515,75.7139
maharashtra,2020,4,Financial Services,398409,418399992.5395771,19.7515,75.7139
maharashtra,2020,4,Others,1078433,627692680.4078207,19.7515,75.7139
maharashtra,2021,1,Merchant payments,253043309,129493046208.15726,19.7515,75.7139
maharashtra,2021,1,Peer-to-peer payments,187021609,599213284361.7993,19.7515,75.7139
maharashtra,2021,1,Recharge & bill payments,76389103,40057211827.15962,19.7515,75.7139
maharashtra,2021,1,Financial Services,439551,492900202.68315214,19.7515,75.7139
maharashtra,2021,1,Others,966668,630909553.4508264,19.7515,75.7139
maharashtra,2021,2,Merchant payments,247194293,150864465217.02304,19.7515,75.7139
maharashtra,2021,2,Peer-to-peer payments,228551961,719859665693.5271,19.7515,75.7139
maharashtra,2021,2,Recharge & bill payments,96271138,43154405548.44597,19.7515,75.7139
maharashtra,2021,2,Financial Services,504252,536780917.0359157,19.7515,75.7139
maharashtra,2021,2,Others,1094842,699738247.6695637,19.7515,75.7139
maharashtra,2021,3,Merchant payments,390051884,216701984638.9893,19.7515,75.7139
maharashtra,2021,3,Peer-to-peer payments,296951706,890860873379.5576,19.7515,75.7139
maharashtra,2021,3,Recharge & bill payments,103943973,50242023586.056046,19.7515,75.7139
maharashtra,2021,3,Financial Services,448646,579098938.658318,19.7515,75.7139
maharashtra,2021,3,Others,1477851,873324624.1826177,19.7515,75.7139
maharashtra,2021,4,Merchant payments,540351277,305512280091.4157,19.7515,75.7139
maharashtra,2021,4,Peer-to-peer payments,361865450,1109862480618.223,19.7515,75.7139
maharashtra,2021,4,Recharge & bill payments,105990417,58087950922.43887,19.7515,75.7139
maharashtra,2021,4,Financial Services,606265,707102765.3058928,19.7515,75.7139
maharashtra,2021,4,Others,1918093,1188658731.1175363,19.7515,75.7139
maharashtra,2022,1,Merchant payments,646277671,340240479374.36835,19.7515,75.7139
maharashtra,2022,1,Peer-to-peer payments,411989717,1274889182430.209,19.7515,75.7139
maharashtra,2022,1,Recharge & bill payments,108896881,64507860103.55089,19.7515,75.7139
maharashtra,2022,1,Financial Services,583243,677612619.2786882,19.7515,75.7139
maharashtra,2022,1,Others,1758926,1084139453.7274752,19.7515,75.7139
maharashtra,2022,2,Merchant payments,810961772,428469294407.1603,19.7515,75.7139
maharashtra,2022,2,Peer-to-peer payments,470258043,1501201968773.8115,19.7515,75.7139
maharashtra,2022,2,Recharge & bill payments,124280427,75110969246.16316,19.7515,75.7139
maharashtra,2022,2,Financial Services,490152,559321829.4503716,19.7515,75.7139
maharashtra,2022,2,Others,1542719,930827919.303539,19.7515,75.7139
maharashtra,2022,3,Merchant payments,876618082,432250721734.13074,19.7515,75.7139
maharashtra,2022,3,Peer-to-peer payments,483481713,1434565548650.9136,19.7515,75.7139
maharashtra,2022,3,Recharge & bill payments,124545840,79360150487.36568,19.7515,75.7139
maharashtra,2022,3,Financial Services,521362,571583115.6687979,19.7515,75.7139
maharashtra,2022,3,Others,1222420,831183386.4681726,19.7515,75.7139
maharashtra,2022,4,Merchant payments,1025666187,502660888415.46185,19.7515,75.7139
maharashtra,2022,4,Peer-to-peer payments,535142126,1622619308526.9614,19.7515,75.7139
maharashtra,2022,4,Recharge & bill payments,126118544,83576414221.03232,19.7515,75.7139
maharashtra,2022,4,Financial Services,620124,699276779.1906543,19.7515,75.7139
maharashtra,2022,4,Others,1228291,914951674.4842072,19.7515,75.7139
manipur,2018,1,Recharge & bill payments,50212,6463184.554711691,24.6637,93.9063
manipur,2018,1,Peer-to-peer payments,26382,115495173.5579644,24.6637,93.9063
manipur,2018,1,Financial Services,2660,412579.53985461866,24.6637,93.9063
manipur,2018,1,Merchant payments,1614,3616475.6407912206,24.6637,93.9063
manipur,2018,1,Others,3201,2058760.6368871084,24.6637,93.9063
manipur,2018,2,Recharge & bill payments,77991,11541247.784420917,24.6637,93.9063
manipur,2018,2,Peer-to-peer payments,60365,232157389.7914803,24.6637,93.9063
manipur,2018,2,Financial Services,5992,1241901.2660397931,24.6637,93.9063
manipur,2018,2,Merchant payments,4041,5366759.827729835,24.6637,93.9063
manipur,2018,2,Others,3332,2902422.6498233806,24.6637,93.9063
manipur,2018,3,Peer-to-peer payments,95204,357768750.1845896,24.6637,93.9063
manipur,2018,3,Recharge & bill payments,81323,13912990.484925147,24.6637,93.9063
manipur,2018,3,Merchant payments,7396,9180953.977358334,24.6637,93.9063
manipur,2018,3,Financial Services,2577,333081.6368315,24.6637,93.9063
manipur,2018,3,Others,2758,2135468.510417797,24.6637,93.9063
manipur,2018,4,Recharge & bill payments,113507,18898063.282383174,24.6637,93.9063
manipur,2018,4,Peer-to-peer payments,104872,562009595.9601889,24.6637,93.9063
manipur,2018,4,Merchant payments,13333,20685433.28430717,24.6637,93.9063
manipur,2018,4,Financial Services,1452,307325.2437723951,24.6637,93.9063
manipur,2018,4,Others,2946,3783141.5353601994,24.6637,93.9063
manipur,2019,1,Peer-to-peer payments,127067,619919870.7455351,24.6637,93.9063
manipur,2019,1,Recharge & bill payments,120000,22106830.36914924,24.6637,93.9063
manipur,2019,1,Merchant payments,15190,14580183.38070752,24.6637,93.9063
manipur,2019,1,Financial Services,800,174777.17283837448,24.6637,93.9063
manipur,2019,1,Others,2352,3116398.755848917,24.6637,93.9063
manipur,2019,2,Peer-to-peer payments,120153,679785849.1398683,24.6637,93.9063
manipur,2019,2,Recharge & bill payments,116500,23573234.273060285,24.6637,93.9063
manipur,2019,2,Merchant payments,18044,15996651.145700552,24.6637,93.9063
manipur,2019,2,Financial Services,387,91955.01538259834,24.6637,93.9063
manipur,2019,2,Others,2341,3342252.5754885403,24.6637,93.9063
manipur,2019,3,Recharge & bill payments,180057,36634657.04914341,24.6637,93.9063
manipur,2019,3,Peer-to-peer payments,144965,803335616.6325192,24.6637,93.9063
manipur,2019,3,Merchant payments,17683,20490224.443041254,24.6637,93.9063
manipur,2019,3,Financial Services,358,367865.7884662621,24.6637,93.9063
manipur,2019,3,Others,1945,2723638.649764262,24.6637,93.9063
manipur,2019,4,Recharge & bill payments,212136,44202546.57396081,24.6637,93.9063
manipur,2019,4,Peer-to-peer payments,211927,1123258478.445069,24.6637,93.9063
manipur,2019,4,Merchant payments,23094,30486780.446382143,24.6637,93.9063
manipur,2019,4,Financial Services,548,240641.7657683481,24.6637,93.9063
manipur,2019,4,Others,1639,2709234.857456133,24.6637,93.9063
manipur,2020,1,Peer-to-peer payments,451733,2458093401.740467,24.6637,93.9063
